57.2.1-1	
58b.2.7a	
42.4.8.2.2	
42.5.2.3	
47.3.4.1	
70.3.1.1	
27.17.1.2-4	
14.4.31	
30.5.1	R1
52.9.2.1.1	
52.1.2.1.8.1.4	
20.25.3a	
58a.1.19	
84.4.2.2	
84.4.2.4	
42.3.1.1.1	
42.4.4.5	
42.4.8.4.4	
58a.1.11	
42.4.8.4.6	
45.2.2-1	X1
53.1.2.12	
42.4.8.4.2	
58a.1.17	
82.7.1.3	
26.19.5-26	
34.2.5.3	
20.22.30.3	
20.22.30.1	
26.19.5-23	
70.14.5-4	
31.3.1.3.2	
41.2.4.2	
26.19.5-29	
82.8.1.2	
58b.2.2	
58b.2.3	
53.1.1.9	
81.2.2.3	
26.5.2.2	
58b.2.4	
13.17.3.4.1	
31.4.2.1.2.3	
31.4.2.1.2.1	
42.2.3.3.1	
26.12.7	
70.15.8	
82.9.1.2	
44.2.7-5	L2, X1
44.2.7-2	L1, X1
14.18.6a	
70.6.5	
44.2.8.1.2	
58a.1.15	
26.5.5.1.1.2	E1
47.3.3.1.2-1	
31.6.2.3	
53.1.1.3	
31.13.1.6	
31.13.1.4	
31.13.1.2	
82.3.1.1	
